axis           sinus    cosine
1.10408      0.89305   0.44995
1.10649      0.89413   0.44781
1.10889      0.89520   0.44566
1.11129      0.89627   0.44351
1.11369      0.89733   0.44135
1.11609      0.89839   0.43920
1.11849      0.89944   0.43704
1.12090      0.90049   0.43488
1.12330      0.90153   0.43271
1.12570      0.90257   0.43054
1.12810      0.90360   0.42838
1.13050      0.90463   0.42620
1.13291      0.90565   0.42403
1.13531      0.90666   0.42185
1.13771      0.90767   0.41967
1.14011      0.90868   0.41749
1.14251      0.90968   0.41531
1.14492      0.91068   0.41312
1.14732      0.91167   0.41093
1.14972      0.91265   0.40874
1.15212      0.91363   0.40655
1.15452      0.91460   0.40435
1.15693      0.91557   0.40216
1.15933      0.91653   0.39996
1.16173      0.91749   0.39775
1.16413      0.91845   0.39555
1.16653      0.91939   0.39334
1.16894      0.92033   0.39113
1.17134      0.92127   0.38892
1.17374      0.92220   0.38671
1.17614      0.92313   0.38449
1.17854      0.92405   0.38227
1.18094      0.92497   0.38005
1.18335      0.92588   0.37783
1.18575      0.92678   0.37560
1.18815      0.92768   0.37338
1.19055      0.92857   0.37115
1.19295      0.92946   0.36892
1.19536      0.93035   0.36668
1.19776      0.93122   0.36445
1.20016      0.93210   0.36221
1.20256      0.93296   0.35997
1.20496      0.93383   0.35773
1.20737      0.93468   0.35548
1.20977      0.93553   0.35324
1.21217      0.93638   0.35099
1.21457      0.93722   0.34874
1.21697      0.93806   0.34649
1.21938      0.93888   0.34423
1.22178      0.93971   0.34198
1.22418      0.94053   0.33972
1.22658      0.94134   0.33746
1.22898      0.94215   0.33520
1.23139      0.94295   0.33293
1.23379      0.94375   0.33067
1.23619      0.94454   0.32840
1.23859      0.94533   0.32613
1.24099      0.94611   0.32386
1.24339      0.94688   0.32158
1.24580      0.94765   0.31931
1.24820      0.94842   0.31703
1.25060      0.94917   0.31475
1.25300      0.94993   0.31247
1.25540      0.95067   0.31019
1.25781      0.95142   0.30790
1.26021      0.95215   0.30562
1.26261      0.95289   0.30333
1.26501      0.95361   0.30104
1.26741      0.95433   0.29875
1.26982      0.95505   0.29646
1.27222      0.95576   0.29416
1.27462      0.95646   0.29187
1.27702      0.95716   0.28957
1.27942      0.95785   0.28727
1.28183      0.95854   0.28497
1.28423      0.95922   0.28266
1.28663      0.95990   0.28036
1.28903      0.96057   0.27805
1.29143      0.96123   0.27574
1.29384      0.96189   0.27343
1.29624      0.96254   0.27112
1.29864      0.96319   0.26881
1.30104      0.96384   0.26650
1.30344      0.96447   0.26418
1.30584      0.96511   0.26186
1.30825      0.96573   0.25954
1.31065      0.96635   0.25722
1.31305      0.96697   0.25490
1.31545      0.96758   0.25258
1.31785      0.96818   0.25025
1.32026      0.96878   0.24793
1.32266      0.96937   0.24560
1.32506      0.96996   0.24327
1.32746      0.97054   0.24094
1.32986      0.97112   0.23861
1.33227      0.97169   0.23628
1.33467      0.97225   0.23394
1.33707      0.97281   0.23160
1.33947      0.97336   0.22927
1.34187      0.97391   0.22693
1.34428      0.97445   0.22459
1.34668      0.97499   0.22225
1.34908      0.97552   0.21990
1.35148      0.97605   0.21756
1.35388      0.97657   0.21522
1.35629      0.97708   0.21287
1.35869      0.97759   0.21052
1.36109      0.97809   0.20817
1.36349      0.97859   0.20582
1.36589      0.97908   0.20347
1.36829      0.97957   0.20112
1.37070      0.98005   0.19877
1.37310      0.98052   0.19641
1.37550      0.98099   0.19406
1.37790      0.98145   0.19170
1.38030      0.98191   0.18934
1.38271      0.98236   0.18698
1.38511      0.98281   0.18462
1.38751      0.98325   0.18226
1.38991      0.98368   0.17990
1.39231      0.98411   0.17754
1.39472      0.98454   0.17517
1.39712      0.98496   0.17281
1.39952      0.98537   0.17044
1.40192      0.98577   0.16807
1.40432      0.98618   0.16571
1.40673      0.98657   0.16334
1.40913      0.98696   0.16097
1.41153      0.98734   0.15859
1.41393      0.98772   0.15622
1.41633      0.98809   0.15385
1.41873      0.98846   0.15148
1.42114      0.98882   0.14910
1.42354      0.98918   0.14673
1.42594      0.98953   0.14435
1.42834      0.98987   0.14197
1.43074      0.99021   0.13959
1.43315      0.99054   0.13722
1.43555      0.99087   0.13484
1.43795      0.99119   0.13246
1.44035      0.99150   0.13007
1.44275      0.99181   0.12769
1.44516      0.99212   0.12531
1.44756      0.99242   0.12293
1.44996      0.99271   0.12054
1.45236      0.99299   0.11816
1.45476      0.99328   0.11577
1.45717      0.99355   0.11339
1.45957      0.99382   0.11100
1.46197      0.99408   0.10861
1.46437      0.99434   0.10622
1.46677      0.99459   0.10384
1.46918      0.99484   0.10145
1.47158      0.99508   0.09906
1.47398      0.99532   0.09667
1.47638      0.99555   0.09428
1.47878      0.99577   0.09188
1.48118      0.99599   0.08949
1.48359      0.99620   0.08710
1.48599      0.99641   0.08471
1.48839      0.99661   0.08231
1.49079      0.99680   0.07992
1.49319      0.99699   0.07752
1.49560      0.99717   0.07513
1.49800      0.99735   0.07273
1.50040      0.99752   0.07034
1.50280      0.99769   0.06794
1.50520      0.99785   0.06555
1.50761      0.99800   0.06315
1.51001      0.99815   0.06075
1.51241      0.99830   0.05835
1.51481      0.99843   0.05596
1.51721      0.99856   0.05356
1.51962      0.99869   0.05116
1.52202      0.99881   0.04876
1.52442      0.99892   0.04636
1.52682      0.99903   0.04396
1.52922      0.99914   0.04156
1.53163      0.99923   0.03916
1.53403      0.99932   0.03676
1.53643      0.99941   0.03436
1.53883      0.99949   0.03196
1.54123      0.99956   0.02956
1.54363      0.99963   0.02716
1.54604      0.99969   0.02476
1.54844      0.99975   0.02236
1.55084      0.99980   0.01995
1.55324      0.99985   0.01755
1.55564      0.99989   0.01515
1.55805      0.99992   0.01275
1.56045      0.99995   0.01035
1.56285      0.99997   0.00795
1.56525      0.99998   0.00554
1.56765      1.00000   0.00314
1.57006      1.00000   0.00074
1.57246      1.00000  -0.00166
1.57486      0.99999  -0.00406
1.57726      0.99998  -0.00647
1.57966      0.99996  -0.00887
1.58207      0.99994  -0.01127
1.58447      0.99991  -0.01367
1.58687      0.99987  -0.01607
1.58927      0.99983  -0.01847
1.59167      0.99978  -0.02088
1.59408      0.99973  -0.02328
1.59648      0.99967  -0.02568
1.59888      0.99961  -0.02808
1.60128      0.99954  -0.03048
1.60368      0.99946  -0.03288
1.60608      0.99938  -0.03528
1.60849      0.99929  -0.03768
1.61089      0.99920  -0.04008
1.61329      0.99910  -0.04248
1.61569      0.99899  -0.04488
1.61809      0.99888  -0.04728
1.62050      0.99877  -0.04968
1.62290      0.99864  -0.05208
1.62530      0.99852  -0.05448
1.62770      0.99838  -0.05688
1.63010      0.99824  -0.05927
1.63251      0.99810  -0.06167
1.63491      0.99795  -0.06407
1.63731      0.99779  -0.06646
1.63971      0.99763  -0.06886
1.64211      0.99746  -0.07126
1.64452      0.99728  -0.07365
1.64692      0.99710  -0.07605
1.64932      0.99692  -0.07844
1.65172      0.99673  -0.08084
1.65412      0.99653  -0.08323
1.65653      0.99633  -0.08562
1.65893      0.99612  -0.08802
1.66133      0.99590  -0.09041
1.66373      0.99568  -0.09280
1.66613      0.99546  -0.09519
1.66853      0.99523  -0.09758
1.67094      0.99499  -0.09997
1.67334      0.99475  -0.10236
1.67574      0.99450  -0.10475
1.67814      0.99424  -0.10714
1.68054      0.99398  -0.10953
1.68295      0.99372  -0.11192
1.68535      0.99345  -0.11430
1.68775      0.99317  -0.11669
1.69015      0.99289  -0.11907
1.69255      0.99260  -0.12146
1.69496      0.99230  -0.12384
1.69736      0.99200  -0.12622
1.69976      0.99170  -0.12861
1.70216      0.99138  -0.13099
1.70456      0.99107  -0.13337
1.70697      0.99074  -0.13575
1.70937      0.99041  -0.13813
1.71177      0.99008  -0.14051
1.71417      0.98974  -0.14288
1.71657      0.98939  -0.14526
1.71898      0.98904  -0.14764
1.72138      0.98868  -0.15001
1.72378      0.98832  -0.15239
1.72618      0.98795  -0.15476
1.72858      0.98758  -0.15713
1.73098      0.98720  -0.15950
1.73339      0.98681  -0.16187
1.73579      0.98642  -0.16424
1.73819      0.98602  -0.16661
1.74059      0.98562  -0.16898
1.74299      0.98521  -0.17135
1.74540      0.98480  -0.17371
1.74780      0.98438  -0.17608
1.75020      0.98395  -0.17844
1.75260      0.98352  -0.18081
1.75500      0.98308  -0.18317
1.75741      0.98264  -0.18553
1.75981      0.98219  -0.18789
1.76221      0.98174  -0.19025
1.76461      0.98128  -0.19260
1.76701      0.98081  -0.19496
1.76942      0.98034  -0.19732
1.77182      0.97986  -0.19967
1.77422      0.97938  -0.20202
1.77662      0.97889  -0.20437
1.77902      0.97840  -0.20673
1.78143      0.97790  -0.20907
1.78383      0.97739  -0.21142
1.78623      0.97688  -0.21377
1.78863      0.97637  -0.21612
1.79103      0.97585  -0.21846
1.79343      0.97532  -0.22080
1.79584      0.97479  -0.22315
1.79824      0.97425  -0.22549
1.80064      0.97370  -0.22783
1.80304      0.97315  -0.23016
1.80544      0.97260  -0.23250
1.80785      0.97203  -0.23484
1.81025      0.97147  -0.23717
1.81265      0.97090  -0.23950
1.81505      0.97032  -0.24183
1.81745      0.96973  -0.24416
1.81986      0.96914  -0.24649
1.82226      0.96855  -0.24882
1.82466      0.96795  -0.25115
1.82706      0.96734  -0.25347
1.82946      0.96673  -0.25579
1.83187      0.96611  -0.25811
1.83427      0.96549  -0.26043
1.83667      0.96486  -0.26275
1.83907      0.96423  -0.26507
1.84147      0.96359  -0.26738
1.84388      0.96295  -0.26970
1.84628      0.96229  -0.27201
1.84868      0.96164  -0.27432
1.85108      0.96098  -0.27663
1.85348      0.96031  -0.27894
1.85588      0.95964  -0.28124
1.85829      0.95896  -0.28355
1.86069      0.95827  -0.28585
1.86309      0.95759  -0.28815
1.86549      0.95689  -0.29045
1.86789      0.95619  -0.29275
1.87030      0.95548  -0.29504
1.87270      0.95477  -0.29734
1.87510      0.95406  -0.29963
1.87750      0.95333  -0.30192
1.87990      0.95261  -0.30421
1.88231      0.95187  -0.30650
1.88471      0.95113  -0.30878
1.88711      0.95039  -0.31106
1.88951      0.94964  -0.31335
1.89191      0.94888  -0.31563
1.89432      0.94812  -0.31791
1.89672      0.94736  -0.32018
1.89912      0.94658  -0.32246
1.90152      0.94581  -0.32473
1.90392      0.94502  -0.32700
1.90633      0.94424  -0.32927
1.90873      0.94344  -0.33154
1.91113      0.94264  -0.33380
1.91353      0.94184  -0.33606
1.91593      0.94103  -0.33833
1.91833      0.94021  -0.34058
1.92074      0.93939  -0.34284
1.92314      0.93857  -0.34510
1.92554      0.93774  -0.34735
1.92794      0.93690  -0.34960
1.93034      0.93606  -0.35185
1.93275      0.93521  -0.35410
1.93515      0.93435  -0.35634
1.93755      0.93350  -0.35859
1.93995      0.93263  -0.36083
1.94235      0.93176  -0.36307
1.94476      0.93089  -0.36530
1.94716      0.93001  -0.36754
1.94956      0.92912  -0.36977
1.95196      0.92823  -0.37200
1.95436      0.92734  -0.37423
1.95677      0.92643  -0.37646
1.95917      0.92553  -0.37868
1.96157      0.92461  -0.38090
1.96397      0.92370  -0.38312
1.96637      0.92277  -0.38534
1.96878      0.92185  -0.38756
1.97118      0.92091  -0.38977
1.97358      0.91997  -0.39198
1.97598      0.91903  -0.39419
1.97838      0.91808  -0.39639
1.98078      0.91713  -0.39860
1.98319      0.91617  -0.40080
1.98559      0.91520  -0.40300
1.98799      0.91423  -0.40520
1.99039      0.91325  -0.40739
1.99279      0.91227  -0.40958
1.99520      0.91129  -0.41177
1.99760      0.91029  -0.41396
2.00000      0.90930  -0.41615
